Cuenca/Litoral;Departamento;Municipio;Sitio desembarco;Método de pesca;Horas_trabajadas_inf;Horas_trabajadas_sup;Peso_total_inf;Peso_total_sup;Profundidad_inf;Profundidad_sup;Costo_total_inf;Costo_total_sup;Ingresos_inf;Ingresos_sup
Orinoquía;Guainía;Inírida;Paujil;Red de enmalle fija continental;6,415499973;123,5;8,364999866;228,15;1,4;27,3;5600;429000;43960;1314105
Orinoquía;Guaviare;San José Del Guaviare;Puerto del Pescado (San José Del Guaviare);Línea de mano fija continental;1,339450029;16,14145;31,74849955;71,94850183;4,27;10,27;15172,5;114172,5;211480,5;723040,5
Orinoquía;Guaviare;San José Del Guaviare;Puerto del Pescado (San José Del Guaviare);Palangre calandrio;1,214150019;20,81235003;1,200500023;62,85500198;3,5;19,045;12635;84305;47827,5;857025
Orinoquía;Guaviare;San José Del Guaviare;Puerto del Pescado (San José Del Guaviare);Red de enmalle de deriva continental;0,469000012;14,95;0;53,82000198;2,8;15,6;4900;59800;25200;724802
Orinoquía;Guaviare;San José Del Guaviare;Puerto del Pescado (San José Del Guaviare);Red de enmalle fija continental;2,016699963;127,390899;0;190,6840044;2,1;13,91;5600;486590;49490;1804075
Orinoquía;Guaviare;San José Del Guaviare;Puerto del Pescado (San José Del Guaviare);Redes de trasmallo;0,33879999;0,975;0;57,1479998;5,6;11,7;6300;15600;94150;792090
Orinoquía;Meta;Cabuyaro;Puerto Cabuyaro;Atarraya;4,33125;30,875;5,425000167;138,0697531;2,1;9,1;43225;214500;39830;1346432,75
Orinoquía;Meta;Cabuyaro;Puerto Cabuyaro;Chinchorro continental;5,6;122,85;4,1475;197,3139954;2,1;7,8;42595;299780;84420;1506518
Orinoquía;Meta;Cabuyaro;Puerto Cabuyaro;Línea de mano fija continental;8,951949949;32,5;0;198,0225;2,1;8,4825;53270;313300;32725;2421705
Orinoquía;Meta;Cabuyaro;Puerto Cabuyaro;Palangre calandrio;9,8;60,79125;3,342500134;108,3355038;2,8;10,4;22330;357630;39368;1241753,5
Orinoquía;Meta;Cabuyaro;Puerto Cabuyaro;Red de enmalle de deriva continental;5,565;59,97160095;1,68;122,7980008;3,22;9,62;35840;302120;122850;1980550
Orinoquía;Meta;Cabuyaro;Puerto Cabuyaro;Red de enmalle fija continental;7,35;58,5;0;101,4;2,8;10,4;15400;143000;22067,5;993811
Orinoquía;Meta;Mapiripán;Caño Mina;Palangre calandrio;1,459149952;2,815150089;4,460750077;13,49075048;2,905;8,905;18200;33800;40888,75;147598,75
Orinoquía;Meta;Mapiripán;Caño Mina;Red de enmalle de deriva continental;1,10600003;3,353999901;0;53,3;3,5;13;18200;33800;23730;580060
Orinoquía;Meta;Mapiripán;Caño Mina;Red de enmalle fija continental;1,326849957;122,7967008;0;386,5419913;4,585;11,7;17552,5;846535,625;107625;3013952,5
Orinoquía;Meta;Mapiripán;Mapiripán;Chinchorro continental;2,206400049;21,98429909;0;79,0010001;3,5;13,91;23870;186550;39406,5;472738,5
Orinoquía;Meta;Mapiripán;Mapiripán;Línea de mano fija continental;0,724499977;33,08824983;1,312499958;31,16749926;2,975;14,95;1925;96850;2730;196430
Orinoquía;Meta;Mapiripán;Mapiripán;Palangre calandrio;5,477149925;59,7603512;0;69,55;4,2;19,5;21595;214695;14661,5;540774
Orinoquía;Meta;Mapiripán;Mapiripán;Red de enmalle de deriva continental;0,615999997;16,71279987;0;70,22599936;4,9;22,6199995;9800;148590;8820;686627,5
Orinoquía;Meta;Mapiripán;Mapiripán;Red de enmalle fija continental;0,560000008;185,2396037;0;176,605;5,6;24,05;10570;539500;24640;2319470,4
Orinoquía;Meta;Puerto Gaitán;Malecón (Puerto Gaitán);Atarraya;9,1875;117,3627001;4,6375;178,3275;2,8;15,6;26670;317460;55002,5;1124045
Orinoquía;Meta;Puerto Gaitán;Malecón (Puerto Gaitán);Chinchorro continental;26,6;49,4;59,85;111,15;4,9;9,1;210000;390000;494200;917800
Orinoquía;Meta;Puerto Gaitán;Malecón (Puerto Gaitán);Línea de mano fija continental;11,69;108,16;16,66;144,9109976;3,5;10,4;23800;257920;136780;1545232
Orinoquía;Meta;Puerto Gaitán;Malecón (Puerto Gaitán);Palangre calandrio;13,31155;185,2175;7,979999733;183,8590073;2,1;11,7;36400;675350;84700;1754480
Orinoquía;Meta;Puerto Gaitán;Malecón (Puerto Gaitán);Red de enmalle de deriva continental;12,6;139,555;12,2675;351,7019853;2,1;10,4;51800;455000;106590,75;3260179
Orinoquía;Meta;Puerto Gaitán;Malecón (Puerto Gaitán);Red de enmalle fija continental;12,25;156,585;7,395499806;211,9129978;3,185;11,7;31885;520000;84630;2321475
Orinoquía;Meta;Puerto Gaitán;San Miguel (Puerto Gaitán);Atarraya;3,088050051;19,5052;2,096500003;79,06600208;1,4;9,1;11830;104195;14273;632905
Orinoquía;Meta;Puerto Gaitán;San Miguel (Puerto Gaitán);Línea de mano fija continental;1,455999947;21,58;9,190999913;144,6379988;2,1;10,4;9275;87100;94276;1735656
Orinoquía;Meta;Puerto Gaitán;San Miguel (Puerto Gaitán);Palangre calandrio;2,088800011;58,3232019;1,598799977;63,9860006;1,4;11,7;11060;205140;16086;627900
Orinoquía;Meta;Puerto Gaitán;San Miguel (Puerto Gaitán);Red de enmalle de deriva continental;3,503499947;64,37209976;2,35200006;111,0252001;2,1;7,8;16065;182650;35840;1112280
Orinoquía;Meta;Puerto Gaitán;San Miguel (Puerto Gaitán);Red de enmalle fija continental;2,569000053;79,38904869;3,678500013;74,17800055;1,4;9,1;16485;269425;40320;706186
Orinoquía;Meta;Puerto Lleras;Puerto Principal (Puerto Lleras);Arpón;2,1;3,9;0,671999985;1,247999972;0,7;1,3;1400;2600;3360;6240
Orinoquía;Meta;Puerto Lleras;Puerto Principal (Puerto Lleras);Atarraya;1,4;12,5125;0,770000017;52,90999851;1,4;6,6625;7000;182903,5;0;526142,5
Orinoquía;Meta;Puerto Lleras;Puerto Principal (Puerto Lleras);Línea de mano fija continental;9,8;22,75;0;49,92000198;1,959999967;7,15;21000;191040,33;30954;803075
Orinoquía;Meta;Puerto Lleras;Puerto Principal (Puerto Lleras);Palangre calandrio;10,5;24,0240004;0;40,82;2,1;7,93;17500;199362,8;33040;456128,4
Orinoquía;Meta;Puerto Lleras;Puerto Principal (Puerto Lleras);Red de enmalle de deriva continental;1,925;13;0;30,5175005;2,45;7,8;12600;154792,3;18760;484536
Orinoquía;Meta;Puerto Lleras;Puerto Principal (Puerto Lleras);Red de enmalle fija continental;9,555;21,255;0;114,139996;2,653000023;9,3275;13965;448110;29386;1981720
Orinoquía;Meta;Puerto López;El Muelle (Puerto López);Atarraya;13,0375;33,15;14,0875;96,2;1,05;2,6;82425;245375;164937,5;608725
Orinoquía;Meta;Puerto López;El Muelle (Puerto López);Chinchorro continental;6,3;92,95;9,702000093;112,8075;0,7;3,9;63000;390000;119413;1019655
Orinoquía;Meta;Puerto López;El Muelle (Puerto López);Palangre calandrio;16,1175;127,4;10,41075013;78,95289999;1,05;4,55;66500;351000;128668,75;919620
Orinoquía;Meta;Puerto López;El Muelle (Puerto López);Red de enmalle de deriva continental;6,51;101,27;10,36;59,5009996;1,05;3,9;47600;227500;72870;523445
Orinoquía;Meta;Puerto López;El Muelle (Puerto López);Red de enmalle de encierro continental;18,9;130;17,63999987;127,075;1,9075;4,55;56000;266500;118538;1076075
Orinoquía;Meta;Puerto López;El Muelle (Puerto López);Red de enmalle fija continental;16,1;126,1;13,65;89,8560006;1,05;4,55;69580;377000;120750;978510
Orinoquía;Meta;Puerto López;Las Balsas;Chinchorro continental;7,035;95,875;11,2;91;0,7;3,9;77000;403000;140105;1069445
Orinoquía;Meta;Puerto López;Las Balsas;Palangre calandrio;16,45;96,2;9,52;52,52;0,7;3,9;70700;366600;126840;757770
Orinoquía;Meta;Puerto López;Las Balsas;Red de enmalle de deriva continental;40,02600021;74,3340004;12,95;24,05;1,4;2,6;84000;156000;181300;336700
Orinoquía;Meta;Puerto López;Las Balsas;Red de enmalle de encierro continental;29,89;143;15,4;78;1,89;4,29;65800;257400;130200;727220
Orinoquía;Meta;Puerto López;Las Balsas;Red de enmalle fija continental;17,5;96,2;13,1775;85,4425;1,05;4,55;70000;403000;157500;1041300
Orinoquía;Meta;Puerto Rico;Puerto Rico [Meta];Atarraya;3,9375;24,5375;6,457500267;160,5499975;1,435;9,1;21700;377000;29032,5;1536632,5
Orinoquía;Meta;Puerto Rico;Puerto Rico [Meta];Línea de mano fija continental;2,75625;28,275;1,014999992;47,83999901;2,975;10,4;4200;103675;0;475637,5
Orinoquía;Meta;Puerto Rico;Puerto Rico [Meta];Palangre calandrio;8,75;31,915;4,511500037;92,95;4,2;11,7;35000;207415;50211;1200868,5
Orinoquía;Meta;Puerto Rico;Puerto Rico [Meta];Red de enmalle de deriva continental;3,85;19,11;4,67600008;209,1959976;4,2;11,7;36820;111540;0;1171716
Orinoquía;Meta;Puerto Rico;Puerto Rico [Meta];Red de enmalle fija continental;8,05;22,99375;2,747500008;68,25;3,5;13;23100;102375;22967;743340
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);Chinchorro continental;27,27164982;137,4041502;28;339,8200079;0,7;1,3;112000;363675;126875;1072734
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);Línea de mano fija continental;11,78099995;157,3;7;117;3,5;32,5;17500;338000;0;598000
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);Palangre calandrio;7,9975;311,779652;2,664550029;474,5877524;2,695;39;2975;1810900;16618;2382727,75
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);Red de enmalle de deriva continental;7,652399979;17,85029993;13,16;56,29;10,85;26;43330;130000;59115;560599
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);Red de enmalle fija continental;9,330999947;123,0267981;2,683099978;76,33599911;2,8;26;5740;265850;14084;441870
Pacífico;Cauca;Guapi;Chamón;Palangre o espinel de fondo;25,94375;260,845;28;594,75;25,55;170,3;307300;2592850;177870;5034120
Pacífico;Cauca;Guapi;Chamón;Red de enmalle fija marina;39,19789995;252,59;28,28;655,59;13,58;105,95;166670;1745900;217245;5061940
Pacífico;Cauca;Guapi;Chicopez;Red de enmalle camaronera;7,315700016;24,13970057;10,6925;26,2925;4,2;7,8;44170;84370;105490;656890
Pacífico;Cauca;Guapi;Chicopez;Red de enmalle fija marina;27,71020031;142,9493031;24,01;449,54;4,9;15,6;113540;718900;124040;2999295
Pacífico;Cauca;Guapi;Comercializadores independientes (Guapi);Red de enmalle fija marina;8,000300064;115,5154002;24,5;406,51;4,27;13;69370;734305;111020;5794880
Pacífico;Cauca;Guapi;Galería (Guapi);Palangre o espinel de fondo;9,5025;46,605;17,15;435,76;9,625;62,27;83825;784550;223125;1685125
Pacífico;Cauca;Guapi;Galería (Guapi);Red de enmalle fija marina;5,075;126,75;28;308,75;3,5;45,5;79450;534950;208250;2112500
Pacífico;Cauca;Guapi;Limones;Red de arrastre artesanal o changa;6,184500027;15,925;8,05;146,25;0,7;8,904999876;94500;241150;73150;1411800
Pacífico;Cauca;Guapi;Limones;Red de enmalle camaronera;5,653199949;18,2;10,465;165,425;1,4;13,52;39725;176085;84665;1250340
Pacífico;Cauca;Guapi;Limones;Red de enmalle fija marina;3,844049997;26,065;43,995;416;1,4;11,7325;54162,5;338000;279720;3345550
Pacífico;Cauca;Guapi;Quiroga;Chinchorro camaronero;4,607749987;15,54800005;59,325;263,25;0,875;7,9625;66325;258050;537687,5;2193750
Pacífico;Cauca;Guapi;Quiroga;Red de enmalle camaronera;5,15550009;17,45054996;5,215;151,905;1,4;10,4;35700;158600;64400;954070
Pacífico;Cauca;Guapi;Quiroga;Red de enmalle fija marina;3,075099955;19,87699902;24,325;501,54;1,595999972;199,875;48475;257140;241500;1521000
Pacífico;Cauca;Timbiquí;Chacón;Red de enmalle de encierro continental;5,769400005;14,71469995;27,72;134,875;4,9;12,415;62559;148525;164325;852930
Pacífico;Cauca;Timbiquí;Chacón;Red de enmalle fija marina;3,867850008;15,13785008;16,8;159,8675;4,9;13;63000;198705;106610;992907,5
Pacífico;Cauca;Timbiquí;Corozal;Red de enmalle de encierro continental;5,977999973;14,95325007;31,675;126,425;6,125;13;65065;156877,5;177800;762450
Pacífico;Cauca;Timbiquí;Corozal;Red de enmalle fija marina;5,305999947;15,925;20,475;224,9;5,25;13;66255;189800;141400;1474525
Pacífico;Cauca;Timbiquí;Timbiquí;Red de enmalle de encierro continental;5,659500027;14,76150002;30,45;127,075;5,95;13,325;64470;172282,5;156450;820300
Pacífico;Cauca;Timbiquí;Timbiquí;Red de enmalle fija marina;5,194000053;16,25;21,7;173,0625;4,725;13,325;67270;174915;128100;1147900
Pacífico;Chocó;Bahía Solano;Cupica;Línea de mano fija marina;8,082900019;19,5;2,8;68,835;8,4;44,2;39900;133900;46200;977600
Pacífico;Chocó;Bahía Solano;Cupica;Palangre o espinel de fondo;7;27,95;5,075;125,775;15,96000001;169;62125;187200;60900;1870050
Pacífico;Chocó;Bahía Solano;El Valle;Línea de mano;2,8;30,5825;2,8;237,185;5,6;26;39200;203255;25200;965380
Pacífico;Chocó;Bahía Solano;El Valle;Línea de mano correteo curricán o trolling;5,059600048;26,8125;13,3;47,84;5,81;24,05;63280;122200;73080;302250
Pacífico;Chocó;Bahía Solano;El Valle;Línea de mano fija marina;2,680999947;27,95;4,2;250,6920032;3,5;13;0;290420;49000;2502240
Pacífico;Chocó;Bahía Solano;El Valle;Palangre o espinel de fondo;11,9;30,55;14,7;309,4;21;104;65800;373815;170100;3770650
Pacífico;Chocó;Bahía Solano;El Valle;Palangre o espinel de superficie;12,985;25,285;28,91;60,71;21;39;60165;133965;260190;546390
Pacífico;Chocó;Bahía Solano;Puente Chambacú - Río Jella;Línea de mano;5,425;129,99545;18,2;413,9525;12,6;45,5;77000;979712,5;124666,5;2996500
Pacífico;Chocó;Bahía Solano;Puente Chambacú - Río Jella;Línea de mano correteo curricán o trolling;4,669000053;27,30650015;17,5;558,7075119;9,1;45,5;84000;819845;133980;3975790
Pacífico;Chocó;Bahía Solano;Puente Chambacú - Río Jella;Línea de mano fija marina;5,95;113,401601;13,3;293,28;16,1;45,5;73850;951990;111580;2654600
Pacífico;Chocó;Bahía Solano;Puente Chambacú - Río Jella;Palangre o espinel de fondo;13,39800011;306,8;18,9;689,26;24,5;117;89250;2603250;160804;7454037,5
Pacífico;Chocó;Bajo Baudó;Dotenedó;Línea de mano fija marina;2,32784995;12,5879003;1,05;18,85;3,780000067;18,9800005;0;39000;11648;204880
Pacífico;Chocó;Bajo Baudó;Dotenedó;Palangre o espinel de fondo;1,350299964;23,96810036;2,1;31,2;3,780000067;18,9800005;0;52000;19180;302640
Pacífico;Chocó;Bajo Baudó;Dotenedó;Recolección manual de piangua;2,206400065;11,53099985;0,714000003;13;2,519999933;7,020000124;0;0;9996;182000
Pacífico;Chocó;Bajo Baudó;Dotenedó;Red de enmalle camaronera;1,847999973;20,84160046;1,05;24,7;2,519999933;11,8300005;0;41600;10500;249600
Pacífico;Chocó;Bajo Baudó;Dotenedó;Red de enmalle fija marina;1,483299921;21,12824995;0,7;29,9;2,519999933;11,8300005;0;52000;12600;307320
Pacífico;Chocó;Bajo Baudó;Guineal;Línea de mano fija marina;1,980999947;9,36;0,7;19,5;1,75;10,4;0;20800;0;148720
Pacífico;Chocó;Bajo Baudó;Guineal;Palangre o espinel de fondo;2,1;22,32620022;0;72,02;2,730000067;19,15550005;3920;93600;7000;509392
Pacífico;Chocó;Bajo Baudó;Guineal;Red de cerco;3,115;12,71140009;21,35;53,69;2,1;6,24;29750;61100;106750;289510
Pacífico;Chocó;Bajo Baudó;Guineal;Red de enmalle camaronera;4,830000067;8,970000124;13,65;25,35;1,75;3,25;90300;167700;140700;261300
Pacífico;Chocó;Bajo Baudó;Guineal;Red de enmalle de deriva marina;1,962099965;10,985;2,52;40,95;1,75;5,187000012;4900;72670;0;345670
Pacífico;Chocó;Bajo Baudó;Guineal;Red de enmalle de encierro marina;2,8;17,09175005;2,5375;130;1,4;5,2;4900;101400;0;753610
Pacífico;Chocó;Bajo Baudó;Guineal;Red de enmalle fija marina;1,4;20,07200007;0;54,925;1,75;9,1;0;78000;0;312000
Pacífico;Chocó;Bajo Baudó;Orpua;Línea de mano fija marina;0,832999977;13,4875;1,14799999;17,3875;2,45;9,75;0;27300;0;112775
Pacífico;Chocó;Bajo Baudó;Orpua;Palangre o espinel de fondo;4,4625;22,43150015;0;26,65;3,5;11,7;0;44200;0;374920
Pacífico;Chocó;Bajo Baudó;Orpua;Red de cerco;2,171400032;7,51659996;21,37800064;256,4640024;2,1;6,5;22400;91520;151865;2373280
Pacífico;Chocó;Bajo Baudó;Orpua;Red de enmalle camaronera;3,37400012;15,1710001;2,8;61,75;6,3;16,9;21000;171600;34412;1054352
Pacífico;Chocó;Bajo Baudó;Orpua;Red de enmalle de encierro marina;2,368800027;8,106800017;10,78;105,235;2,1;11,7;23800;93080;126420;1555450
Pacífico;Chocó;Bajo Baudó;Orpua;Red de enmalle fija marina;5,130999947;21,5539999;0;79,7809996;3,5;13;16800;104000;7000;696624,5
Pacífico;Chocó;Bajo Baudó;Pesquera Aspabab;Línea de mano fija marina;3,52625;90,62689964;8,23549984;54,21;3,780000067;17,55650046;8015;303550;65240;480727
Pacífico;Chocó;Bajo Baudó;Pesquera Aspabab;Palangre o espinel de fondo;2,580200043;123,0658005;6,145999947;241,5660016;3,780000067;28,4699995;0;713050;28630;2002624
Pacífico;Chocó;Bajo Baudó;Pesquera Aspabab;Red de enmalle camaronera;5,6;135,1323985;6,555499873;458,4775;4,969999933;39;25200;504400;55713;3078166
Pacífico;Chocó;Bajo Baudó;Pesquera Aspabab;Red de enmalle de deriva continental;6,79;86,45;8,645;298,48;21;39;9800;479765;31290;1149525
Pacífico;Chocó;Bajo Baudó;Pesquera Aspabab;Red de enmalle de deriva marina;4,55;152,0375986;7,9975;423,2409976;3,780000067;42,77000198;20300;474695;43732,5;2226848
Pacífico;Chocó;Bajo Baudó;Pesquera Aspabab;Red de enmalle fija marina;5,480999947;26,69224985;4,9;106,859996;3,780000067;18,9800005;5600;80600;35595;790354,5
Pacífico;Chocó;Bajo Baudó;Pizarro;Palangre o espinel de fondo;2,846199989;268,775;11,24199989;931,0599683;3,780000067;228,150004;3920;3052400;66052;9079824
Pacífico;Chocó;Bajo Baudó;Pizarro;Red de enmalle camaronera;5,719000053;164,5825986;5,95;465,14;6,370000267;39,5525005;24500;587405;54134,5;3070665
Pacífico;Chocó;Bajo Baudó;Pizarro;Red de enmalle de deriva continental;5,95;68,23375025;2,975;128,7;21;39;9100;377000;15925;692575
Pacífico;Chocó;Bajo Baudó;Pizarro;Red de enmalle de deriva marina;2,095100005;188,5;4,55;484,6269952;3,780000067;37,96000099;14700;957840;45937,5;4039750
Pacífico;Chocó;Bajo Baudó;Pizarro;Red de enmalle fija marina;7;24,2710001;3,5;115,2904983;6,370000267;23,66000099;13615;63700;23702;946530
Pacífico;Chocó;Bajo Baudó;Pomeño;Palangre o espinel de fondo;2,028599968;22,43799931;0,49;36,4;4,2;11,7;11200;64090;15050;332150
Pacífico;Chocó;Bajo Baudó;Pomeño;Red de enmalle de deriva marina;1,75;21,23809986;2,45;97,5325;3,5;10,4;11200;189312,5;29559,95;1071135
Pacífico;Chocó;Bajo Baudó;Pomeño;Red de enmalle fija marina;9,8;23,2960001;2,1;63,7;3,5;10,4;11200;140400;22400;708955
Pacífico;Chocó;Bajo Baudó;Purricha;Palangre o espinel de fondo;2,336599941;19,6039999;2,45;49,4;20,44000053;37,96000099;1400;35100;16310;422838
Pacífico;Chocó;Bajo Baudó;Purricha;Red de enmalle camaronera;4,709249923;13,01754997;13,83199969;44,27799831;3,780000067;7,020000124;49105;109817,5;117908;527774
Pacífico;Chocó;Bajo Baudó;Purricha;Red de enmalle de deriva marina;2,29600008;15,275;5,39;79,37799881;2,519999933;7,020000124;26320;99450;64232;823316
Pacífico;Chocó;Bajo Baudó;Purricha;Red de enmalle fija marina;2,430400019;21,16724923;2,45;98,13699871;2,519999933;11,8300005;1750;99762;22491;1079936
Pacífico;Chocó;Bajo Baudó;Sivirú;Línea de mano fija marina;1,710800037;11,4789999;0;20,8;1,4;3,9;0;36400;0;190411
Pacífico;Chocó;Bajo Baudó;Sivirú;Palangre o espinel de fondo;1,135750023;12,82450001;0;75,5625;0,7;3,7375;0;58175;4060;635700
Pacífico;Chocó;Bajo Baudó;Sivirú;Red de enmalle camaronera;1,913800011;12,96360016;0;45,63;2,1;5,2;7000;71500;5600;671645
Pacífico;Chocó;Bajo Baudó;Sivirú;Red de enmalle fija marina;1,262799981;10,5039999;0;65;1,05;3,9;2100;75400;2800;545740
Pacífico;Chocó;Bajo Baudó;Usaragá;Línea de mano fija marina;1,375500023;9,431499994;1,75;40,3;4,2;23,4;0;35230;18200;351000
Pacífico;Chocó;Bajo Baudó;Usaragá;Palangre o espinel de fondo;1,983449953;14,23304977;2,8;54,535;6,3;23,4;5614;88400;25830;479830
Pacífico;Chocó;Bajo Baudó;Usaragá;Red de enmalle de deriva marina;1,503599968;9,82800005;2,8;47,06;3,5;23,4;2800;78000;26740;527020
Pacífico;Chocó;Bajo Baudó;Usaragá;Red de enmalle fija marina;3,675;6,825;7,7;14,3;4,2;7,8;15750;29250;45500;84500
Pacífico;Chocó;Bajo Baudó;Virudó;Atarraya;2,377199936;11,86119997;3,57;34,97;1,4;18,51200045;0;67600;31360;388336
Pacífico;Chocó;Bajo Baudó;Virudó;Línea de mano fija marina;2,1;13;1,4;39;2,1;18,9800005;0;72800;12600;364455
Pacífico;Chocó;Bajo Baudó;Virudó;Palangre o espinel de fondo;3,708600135;27,95000074;3,85;131,6575;2,8;18,9800005;0;103805;30800;1133080
Pacífico;Chocó;Bajo Baudó;Virudó;Red de enmalle de deriva marina;2,107349993;11,7;2,2225;66,69;0,7;18,9800005;0;93600;21000;662805
Pacífico;Chocó;Bajo Baudó;Virudó;Red de enmalle fija marina;3,026100068;36,69380003;2,1;97,955;0,7;16,64000025;0;145600;19600;844480
Pacífico;Chocó;El Litoral Del San Juan;Charambirá;Línea de mano;0,7;5,33;2,953999987;32,7079998;4,2;13;7280;43680;15950,725;232134,5
Pacífico;Chocó;El Litoral Del San Juan;Charambirá;Línea de mano fija marina;0,67375;4,6475;0;39,39;3,5;24,7;4165;40950;19460;339300
Pacífico;Chocó;El Litoral Del San Juan;Charambirá;Palangre o espinel de fondo;1,75;14,3;6,16;130;7;247;10500;247000;58240;1223300
Pacífico;Chocó;El Litoral Del San Juan;Charambirá;Red de cerco;7,035;93,795;17,29;85,93;2,94;12,48;14700;50700;87360;344760
Pacífico;Chocó;El Litoral Del San Juan;Charambirá;Red de enmalle camaronera;6,46974988;13,00975022;25,655;62,855;7,7;14,3;77000;143000;133840;627640
Pacífico;Chocó;El Litoral Del San Juan;Charambirá;Red de enmalle de deriva marina;2,473099995;14,3;2,128000007;69,81;5,6;39;9800;93600;36575;1130519
Pacífico;Chocó;El Litoral Del San Juan;Charambirá;Red de enmalle fija marina;1,16899997;13,65;3,5;95,55;3,5;78;10325;143000;34230;936000
Pacífico;Chocó;El Litoral Del San Juan;Docordó;Línea de mano;7,07;14,56;10,71;83,72;8,82;21,84;27790;119860;93940;627640
Pacífico;Chocó;El Litoral Del San Juan;Docordó;Línea de mano fija marina;4,504850035;14,41375031;2,586499978;88,51050129;10,5;287,3;20510;187200;36211;685945
Pacífico;Chocó;El Litoral Del San Juan;Docordó;Palangre o espinel de fondo;4,88424999;50,7975;4,7425;144,1375;5,039999866;351;25900;240370;36382,5;1950000
Pacífico;Chocó;El Litoral Del San Juan;Docordó;Red de enmalle camaronera;6,65;12,35;13,3;24,7;0,7;1,3;18200;33800;70000;130000
Pacífico;Chocó;El Litoral Del San Juan;Docordó;Red de enmalle de deriva marina;3,762499917;14,95;5,95;104,715;2,519999933;70,2;28350;156000;53130;1040000
Pacífico;Chocó;El Litoral Del San Juan;Docordó;Red de enmalle fija marina;5,6;24,05;12,95;147,55;2,1;46,8;22400;91000;70350;939575
Pacífico;Chocó;Juradó;Cabo Marzo;Línea de mano fija marina;10,38589993;220,7140083;26,775;522,8599921;22,4;109,2;92400;2027350;162085;5886010
Pacífico;Chocó;Juradó;Cabo Marzo;Palangre o espinel de fondo;5,081999993;289,2597496;12,1625;651,689994;42;218,4;83300;3927625;76825;9177675
Pacífico;Chocó;Juradó;Desembarcadero (Juradó);Arpón;5,95;11,05;17,5;32,5;4,9;9,1;95550;177450;262500;487500
Pacífico;Chocó;Juradó;Desembarcadero (Juradó);Línea de mano;8,630999947;23,1789999;10,5;195;24,5;59,995;43750;162500;124880;1582490
Pacífico;Chocó;Juradó;Desembarcadero (Juradó);Línea de mano fija marina;3,15;51,07114845;6,99125;275,6325;12,6;58,5;35000;877825;112350;5001750
Pacífico;Chocó;Juradó;Desembarcadero (Juradó);Palangre o espinel de fondo;11,2875;193,05;51,1;777,725;20,58;91;108937,5;1329250;511875;7686575
Pacífico;Chocó;Juradó;Desembarcadero (Juradó);Palangre o espinel de superficie;31,15;57,85;133;247;14;26;165200;306800;1330000;2470000
Pacífico;Chocó;Juradó;Desembarcadero (Juradó);Red de enmalle fija continental;8,956500053;22,86050005;13,65;134,225;28;61,1;52500;113750;125650;1153750
Pacífico;Chocó;Juradó;Desembarcadero (Juradó);Red de enmalle fija marina;3,5;59,01935036;3,605;260,325;10,5;58,5;52500;624000;119000;2515240
Pacífico;Chocó;Juradó;Punta Ardita;Línea de mano fija marina;1,455299947;16,18889972;2,939999866;31,85;21;45,5;0;133900;29400;509860
Pacífico;Chocó;Nuquí;Arrimadero La Unión;Línea de mano;6,880999947;54,275;12,6;390,65;11,9;46,8;30100;271245;106260;2545302,5
Pacífico;Chocó;Nuquí;Arrimadero La Unión;Línea de mano fija marina;6,880999947;54,05400238;13,65;445,315;8,4;45,5;35000;551200;141295;5406765
Pacífico;Chocó;Nuquí;Arrimadero La Unión;Palangre o espinel de fondo;3,977399979;187,176601;22,89;835,38;14;156;33600;915200;252122,5;9233380
Pacífico;Chocó;Nuquí;Arrimadero La Unión;Red de enmalle fija marina;3,255;35,57319992;14;441,35;5,6;23,4;19600;299000;129500;5084040
Pacífico;Chocó;Nuquí;Arrimadero La Unión;Red de enmalle marina de fondo;8,56099968;20,5789999;11,55;217,75;4,9;15,6;35000;163800;161700;3526250
Pacífico;Chocó;Nuquí;Jurubirá;Línea de mano correteo curricán o trolling;3,852799997;14,9448;6,93875;193,57;17,675;52;35000;254605;46077,5;1354990
Pacífico;Chocó;Nuquí;Jurubirá;Línea de mano fija marina;2,270100005;17,9789999;2,45;57,4275;4,2;52;23100;136500;14528,5;411482,5
Pacífico;Chocó;Nuquí;Jurubirá;Palangre o espinel de fondo;3,205999947;25,07700057;3,85;74,34375;10,5;117;32025;161525;25200;816205
Pacífico;Chocó;Nuquí;Playa de Arusí;Arpón;4,554549854;9,312549751;0,58625;20,68625;7,21;20,41;21175;45175;67200;124800
Pacífico;Chocó;Nuquí;Playa de Arusí;Línea de mano correteo curricán o trolling;1,415749985;9,192950082;0;56,875;11,2;45,5;7507,5;104000;0;629720
Pacífico;Chocó;Nuquí;Playa de Arusí;Línea de mano fija marina;1,925;15,04489969;0;72,65830048;8,4;81,9;3500;119600;0;915200
Pacífico;Chocó;Nuquí;Playa de Arusí;Palangre o espinel de fondo;2,659999967;27,07054971;0,545300008;66,95;21;260;10500;117000;12600;833527,5
Pacífico;Chocó;Nuquí;Playa de Arusí;Red de enmalle fija marina;1,677899977;5,853899857;0,105;3,705;4,235;9,035;0;0;0;0
